GEOID,B25034_001M,B25034_010M,B25034_009M,B25034_008M,B25034_007M,B25034_006M,B25034_005M,B25034_004M,B25034_003M,B25034_002M,B25024_001M,B25024_002M,B25024_003M,B25024_004M,B25024_005M,B25024_006M,B25024_007M,B25024_008M,B25024_009M,B03002_001M,B03002_003M,B03002_004M,B03002_012M,B03002_006M,B11001_001M,B11001_003M,B11001_004M,B11001_009M,B11001_008M,B25004_001M,B25004_006M,B25075_001M,B25075_002M,B25075_003M,B25075_004M,B25075_005M,B25075_006M,B25075_007M,B25075_008M,B25075_009M,B25075_010M,B25075_011M,B25075_012M,B25075_013M,B25075_014M,B25075_015M,B25075_016M,B25075_017M,B25075_018M,B25075_019M,B25075_020M,B25075_021M,B25075_022M,B25075_023M,B25075_024M,B25075_025M,C17002_001M,C17002_002M,C17002_003M,C17002_004M,C17002_005M,C17002_006M,C17002_007M,C17002_008M,B25038_001M,B25038_003M,B25038_004M,B25038_005M,B25038_006M,B25038_007M,B25038_008M,B25038_010M,B25038_011M,B25038_012M,B25038_013M,B25038_014M,B25038_015M
g361031350051,69,11,11,37,39,23,49,58,52,39,69,66,19,11,11,50,11,11,11,283,293,11,62,10,64,60,30,36,42,60,11,62,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,47,53,45,59,14,161,11,40,11,34,29,27,151,64,52,42,62,30,30,18,32,11,11,11,11,11
g361031350052,68,12,11,36,16,87,67,45,16,11,68,46,80,11,43,68,44,11,11,167,172,23,16,11,68,59,37,23,75,30,27,80,21,11,11,11,12,11,11,11,11,11,11,11,11,11,11,18,11,37,28,70,44,17,11,11,132,40,40,26,18,38,71,133,68,50,73,36,17,21,16,37,24,39,11,11,11
g361031350053,69,43,23,11,27,61,18,32,11,11,69,71,15,11,13,11,11,11,11,258,263,2,58,57,63,64,12,11,44,32,11,62,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,41,52,52,11,258,8,5,4,11,11,3,258,63,19,46,45,16,11,11,17,10,11,11,11,11
g361031351011,64,11,30,23,65,11,14,20,11,11,64,64,11,11,11,11,11,11,11,259,264,11,43,40,64,69,48,11,36,11,11,64,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,50,77,22,11,259,25,8,4,11,89,11,243,64,26,30,58,35,21,50,11,11,11,11,11,11
g361031351012,65,11,58,94,77,48,11,11,15,11,65,72,11,44,11,11,11,11,11,290,266,236,117,86,65,87,66,13,45,11,11,75,11,11,11,11,11,11,11,11,11,58,11,11,11,11,11,11,11,15,9,54,104,55,21,11,290,82,19,11,13,88,38,314,65,12,86,87,48,44,62,11,42,14,11,11,11
g361031351021,48,11,11,54,58,19,11,11,11,11,48,52,11,17,11,11,11,11,11,208,183,11,67,37,48,53,24,11,38,11,11,48,18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,13,39,45,52,11,11,208,11,27,11,34,11,11,218,48,11,38,43,34,33,35,11,11,21,11,11,11
g361031351022,84,11,36,74,85,35,26,21,14,11,84,83,30,11,22,53,28,11,10,306,221,17,261,126,88,91,46,26,89,28,11,83,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,53,87,74,18,14,306,21,92,23,26,21,42,306,88,35,83,34,47,65,45,46,42,19,11,11,11
g361031351023,62,11,11,33,68,30,35,42,11,11,62,62,11,11,11,11,11,11,11,240,267,11,74,40,62,63,11,11,22,11,11,62,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,15,61,46,43,11,240,11,12,11,11,34,41,241,62,29,47,48,46,17,19,11,11,11,11,11,11
g361031351031,81,15,11,57,69,32,14,43,19,11,81,79,21,11,11,11,39,11,11,347,333,11,11,34,81,79,8,11,58,11,11,86,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,46,85,42,11,17,347,52,11,12,33,18,30,324,81,41,78,51,31,30,41,11,18,12,11,11,11
g361031351032,70,10,11,11,29,50,64,43,17,11,70,70,49,11,11,11,11,11,11,236,227,73,98,27,70,72,21,12,47,11,11,69,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,14,11,24,43,60,62,11,236,11,11,86,11,43,11,254,70,34,46,66,46,10,11,11,43,11,11,11,11
g361031351033,75,11,10,73,71,66,57,11,11,11,75,75,11,11,11,11,11,11,11,305,323,11,80,75,79,86,31,16,57,36,11,82,18,11,11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,11,11,62,63,84,11,11,305,11,103,23,11,42,154,311,79,48,69,70,44,34,36,39,11,11,11,11,11
g361031351041,64,11,11,38,58,32,17,11,24,11,64,64,11,11,11,11,11,11,11,277,255,14,112,51,64,76,38,11,15,11,11,64,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,44,64,48,11,11,278,14,11,11,11,70,11,282,64,24,62,55,34,34,44,11,10,11,11,11,11
g361031351042,83,44,56,30,91,54,60,54,51,11,83,74,32,11,11,11,11,11,11,336,349,4,34,51,85,85,41,36,75,31,11,83,15,11,11,11,11,11,11,11,11,11,11,24,11,9,11,11,11,11,20,67,56,75,58,11,339,74,137,63,11,32,15,372,85,56,88,73,36,33,37,18,73,11,11,11,11
g361031351043,63,13,11,29,45,55,28,26,18,11,63,53,55,14,11,11,11,11,11,203,207,11,94,22,63,49,38,11,56,11,11,63,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,25,63,33,20,21,198,22,139,11,80,44,61,179,63,24,41,44,20,58,22,11,11,11,11,11,11
g361031352011,15,6,19,49,47,11,11,11,9,11,15,31,26,6,11,11,11,11,11,119,155,2,43,68,24,50,39,5,34,20,11,27,10,11,11,11,11,11,11,12,11,11,11,11,11,11,11,6,11,14,28,61,62,47,11,11,119,40,65,45,19,7,9,165,24,23,50,48,37,35,40,6,11,11,11,11,6
g361031352041,76,11,30,28,56,30,89,12,22,11,76,77,19,11,11,11,11,11,11,359,373,41,111,100,76,88,33,24,31,11,11,83,24,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,11,28,46,45,94,11,359,11,11,11,20,11,11,359,76,17,72,72,32,39,35,11,18,11,11,11,23
g361031352042,82,11,31,70,93,67,22,71,19,11,82,82,11,11,11,11,11,11,11,371,376,11,54,38,86,91,98,11,63,34,11,96,13,11,11,11,11,11,11,11,11,11,11,11,16,11,11,11,11,13,11,41,90,67,52,22,371,11,110,11,21,53,11,394,86,21,57,93,45,61,59,16,51,25,11,11,11
g361031352043,64,11,14,50,33,50,38,19,11,11,64,64,11,11,11,11,11,11,11,243,242,2,15,37,64,60,34,18,43,11,11,64,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,65,49,18,11,239,4,2,40,2,13,11,244,64,11,53,39,35,48,32,11,11,11,11,11,11
g361031352051,85,11,43,81,107,47,42,18,11,11,85,71,10,56,18,20,74,29,12,251,263,25,229,203,85,74,45,13,78,11,11,71,25,11,11,11,11,11,11,11,11,11,11,11,11,11,15,11,11,11,22,57,89,49,11,11,251,93,11,28,52,85,24,246,85,11,60,68,27,33,41,67,82,15,11,11,14
g361031352052,74,11,11,55,66,45,11,11,11,11,74,74,11,11,11,11,11,11,11,252,234,11,113,44,74,83,46,29,31,11,11,74,11,11,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,12,40,58,80,11,11,252,31,50,11,63,83,24,268,74,28,49,69,39,41,36,11,11,11,11,11,11
g361031352053,48,16,11,38,56,10,11,11,16,11,48,48,11,19,11,11,11,11,11,201,223,11,46,53,48,54,19,11,37,11,11,51,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,20,16,44,35,46,14,18,200,21,59,15,2,41,107,205,48,19,48,37,33,21,41,16,11,11,11,11,11
g361031352081,61,34,11,38,71,44,48,22,24,11,61,62,43,11,11,11,11,11,11,232,234,11,21,8,65,61,58,24,45,44,11,58,19,11,11,11,14,11,11,11,11,11,11,11,11,11,11,11,11,11,16,44,62,66,15,11,232,15,33,11,17,132,11,239,65,24,50,53,39,32,59,38,11,11,11,11,11
g361031352082,60,38,13,36,62,62,26,11,11,11,60,63,41,33,11,11,11,11,11,261,259,16,74,22,60,71,52,18,24,11,11,68,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,55,57,59,23,38,261,34,18,11,88,11,11,291,60,32,58,40,67,27,49,17,29,11,11,11,11
g361031352091,65,11,11,77,92,55,29,43,11,11,65,67,41,11,51,45,20,11,8,276,269,53,33,49,80,76,43,10,61,53,34,67,10,11,11,11,11,11,11,14,11,11,11,11,11,11,11,11,11,11,13,47,89,57,11,11,276,10,21,32,28,21,11,288,80,11,69,60,54,18,29,42,54,11,11,11,11
g361031352092,63,37,11,33,73,47,11,11,11,11,63,64,21,11,11,11,11,11,11,235,223,7,180,11,63,61,50,11,28,11,11,64,11,11,11,35,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,45,71,48,13,11,235,11,11,150,11,57,26,231,63,13,44,60,13,30,42,11,20,11,11,11,11
g361031353011,80,14,68,60,51,51,11,16,11,16,80,80,11,11,11,11,11,11,11,246,244,11,49,11,76,86,48,11,47,36,11,77,18,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,50,11,43,69,59,20,11,245,72,18,12,64,71,11,286,76,47,60,63,56,31,38,11,11,25,11,11,11
g361031353012,63,11,11,32,61,19,22,10,11,11,63,64,11,11,11,11,11,11,11,313,309,78,43,3,63,64,38,12,51,11,11,63,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,16,39,52,55,15,11,313,26,3,3,4,80,12,294,63,20,37,31,47,34,56,11,11,11,11,11,11
g361031353013,73,11,17,11,35,11,42,18,64,11,73,58,11,11,48,11,11,11,11,307,272,24,11,127,73,59,50,11,16,11,11,73,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,48,11,11,39,32,31,58,307,11,193,11,17,11,11,260,73,11,65,32,37,11,11,12,11,11,11,11,11
g361031353031,73,54,27,73,91,55,37,20,44,26,73,87,34,11,11,23,62,24,11,441,508,117,173,129,73,102,61,18,76,12,11,85,11,11,11,11,11,14,15,13,11,11,11,11,11,24,16,59,13,11,34,56,83,58,29,11,441,30,25,284,15,28,26,364,73,81,81,79,30,41,49,11,47,11,21,11,11
g361031353032,75,58,45,54,61,27,15,15,11,11,75,70,15,49,11,11,11,11,11,312,310,11,84,76,75,87,11,14,65,11,11,73,11,11,11,11,11,11,11,13,11,11,11,11,11,11,16,4,11,12,33,65,60,42,11,17,312,11,11,49,11,11,11,312,75,15,55,42,64,50,29,11,52,11,11,11,11
g361031353041,52,13,23,76,89,58,51,29,11,11,52,62,31,12,11,11,11,11,11,275,219,48,106,27,67,75,59,9,31,56,11,67,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,21,11,11,36,50,106,57,9,11,275,16,14,2,85,2,45,261,67,31,64,64,54,34,38,11,11,11,11,11,11
g361031353042,48,38,11,16,18,21,47,35,8,11,48,23,51,34,17,21,11,11,11,96,97,11,11,20,48,45,21,21,52,11,11,48,11,11,11,11,11,16,14,11,11,11,11,11,11,34,11,11,11,11,14,27,45,25,11,15,96,13,15,11,16,16,11,95,48,24,45,38,24,11,32,16,15,11,16,11,11
g361031354011,111,11,25,11,11,86,11,114,64,11,111,52,63,32,74,26,40,95,33,332,286,11,158,184,103,79,92,18,64,80,11,73,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,65,52,47,11,332,11,229,11,11,11,11,301,103,14,74,11,11,11,11,99,69,26,11,11,11
g361031354012,124,33,57,57,59,105,42,117,11,11,124,116,25,11,11,25,25,35,11,513,498,30,40,61,126,118,65,38,62,77,24,123,27,11,11,11,11,11,11,11,11,11,41,11,11,11,25,11,27,35,29,57,102,99,38,11,513,30,24,11,11,11,53,503,126,38,79,79,50,70,66,25,23,11,11,11,11
g361031354013,147,53,45,82,96,106,18,17,154,11,147,138,11,11,11,11,63,11,11,742,615,266,34,385,156,151,129,25,77,37,24,151,11,11,11,11,11,32,11,11,11,11,11,11,11,11,11,11,11,11,11,138,111,118,62,11,736,443,54,25,71,50,11,699,156,136,118,91,89,48,66,63,23,40,11,11,11
g361031354021,119,33,17,76,91,90,31,79,81,11,119,108,87,46,21,11,11,11,11,480,442,11,300,138,119,124,78,11,65,11,11,114,24,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,94,81,97,69,11,480,31,11,57,40,166,56,538,119,74,106,96,61,39,30,11,72,23,11,11,11
g361031354022,117,11,11,28,81,105,77,13,103,11,117,106,11,11,11,73,26,41,42,538,519,12,162,110,117,97,123,27,70,11,11,106,11,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,18,11,48,107,97,11,11,538,144,19,50,100,11,11,535,117,29,115,61,55,64,31,73,40,11,21,11,11
g361031354023,69,11,23,11,51,42,87,26,11,11,69,69,11,11,11,11,11,11,11,266,264,25,24,11,69,86,29,11,42,11,11,67,11,11,11,11,11,11,11,11,20,11,11,11,11,11,11,11,11,11,11,26,58,73,11,11,266,13,4,11,35,15,11,264,69,11,45,80,63,28,11,26,11,11,11,11,11
g361031354024,113,41,11,26,84,35,74,90,11,11,113,119,11,11,11,26,11,11,11,324,324,11,11,11,114,101,87,11,39,21,11,102,11,11,11,11,11,11,11,11,73,11,11,11,11,11,11,16,11,11,11,44,51,80,11,11,324,11,11,11,11,11,206,312,114,21,41,92,66,23,26,86,11,11,11,11,22
g361031354031,77,31,15,38,55,46,17,11,20,11,77,78,11,13,11,11,11,11,11,269,271,155,35,68,77,71,51,15,28,11,11,74,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,20,66,58,38,18,11,269,60,11,11,11,11,11,261,77,27,45,72,30,26,11,11,19,11,11,11,11
g361031354032,95,70,62,61,73,51,40,24,11,11,95,96,13,16,11,11,20,11,11,338,332,41,98,14,95,104,61,20,44,17,11,102,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,28,11,24,25,108,79,28,11,11,338,46,15,21,65,31,24,345,95,45,72,89,39,37,31,48,27,19,11,11,11
g361031354033,90,62,12,37,48,66,34,26,14,11,90,97,39,12,17,16,11,11,11,273,245,6,168,74,78,62,50,14,24,67,11,81,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,59,59,23,11,11,264,16,170,11,27,48,11,259,78,22,44,18,67,24,17,26,12,11,11,16,11
g361031456021,87,37,54,34,91,27,12,14,11,11,87,90,11,11,30,11,11,11,16,432,90,224,406,81,87,77,79,18,18,11,11,78,11,11,11,11,11,11,25,11,11,11,11,11,11,12,11,22,35,60,70,29,12,11,11,11,432,79,286,133,21,94,197,298,87,11,76,52,21,12,25,60,30,16,11,11,11
g361031456022,81,31,11,76,77,62,11,11,11,11,81,85,13,54,11,11,11,11,11,438,112,318,365,66,93,72,77,13,40,56,11,88,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,11,32,57,64,13,52,11,11,438,140,35,89,258,105,11,318,93,31,73,57,33,18,24,61,31,11,11,11,11
g361031456023,110,32,32,71,86,23,9,11,11,11,110,107,11,34,11,11,11,11,11,538,178,152,486,11,110,118,83,52,42,11,11,110,11,11,11,11,16,11,11,11,12,11,11,11,11,11,6,16,19,82,43,106,23,11,11,11,539,71,230,193,149,323,190,399,110,47,86,88,28,49,25,30,30,18,11,11,11
g361031456031,116,10,59,84,105,43,24,42,54,11,116,115,11,27,11,11,11,11,11,785,120,204,774,266,120,101,94,52,44,80,57,106,11,11,11,11,20,11,11,11,11,11,11,11,11,8,46,50,30,73,53,70,25,11,11,14,784,153,169,91,167,455,416,435,120,35,100,40,32,44,31,11,90,11,47,14,11
g361031456032,94,24,7,51,59,17,12,58,49,11,94,75,9,40,19,18,50,12,11,407,28,197,406,30,95,64,60,59,31,23,11,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,11,51,29,28,25,14,14,11,11,394,32,125,12,39,175,95,327,95,21,55,21,9,27,23,61,55,11,11,7,11
g361031456033,103,21,48,69,79,71,50,23,43,44,103,113,12,60,43,11,11,11,11,678,131,157,628,15,112,89,90,28,59,41,11,112,11,11,11,11,11,11,11,11,11,11,11,11,11,23,11,34,11,58,88,71,6,33,11,11,663,101,353,39,163,442,92,519,112,48,97,66,34,48,11,67,73,29,9,12,11
g361031456041,106,11,31,78,88,90,40,47,32,11,106,121,32,77,11,11,11,11,11,672,161,99,656,108,122,107,112,34,56,80,11,112,11,11,11,11,11,11,11,11,11,11,11,11,11,43,50,37,28,70,76,62,19,11,11,11,666,125,263,151,208,285,174,585,122,36,92,45,52,38,50,73,87,11,11,20,11
g361031456042,102,11,24,73,66,68,11,11,45,11,102,99,15,56,11,11,11,11,11,617,109,124,584,11,104,61,81,43,54,45,11,95,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,11,61,74,32,25,11,11,11,607,72,133,75,114,47,11,598,104,30,71,31,56,11,25,31,53,31,11,11,11
g361031456051,58,11,22,39,47,36,9,22,38,11,58,52,11,41,10,11,11,11,11,303,128,73,267,92,59,63,48,26,20,23,11,56,8,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,16,36,36,29,11,11,11,11,303,52,197,27,95,75,11,254,59,17,37,34,21,11,31,50,39,11,11,11,11
g361031456052,59,39,42,66,57,58,21,8,11,11,59,62,14,41,23,11,11,34,20,432,140,317,319,58,69,69,45,30,51,39,7,64,11,11,11,7,11,11,11,11,11,11,11,11,8,11,11,11,19,41,38,62,18,11,11,11,423,61,38,170,191,131,205,359,69,32,65,37,27,11,16,51,44,34,11,11,11
g361031457011,61,37,13,28,59,11,45,14,24,11,61,68,11,11,37,11,11,11,11,239,193,19,89,54,60,52,10,21,51,36,11,60,18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,52,38,39,16,239,58,13,8,8,40,11,221,60,23,47,31,31,16,43,11,11,11,11,11,11
g361031457012,85,20,41,16,66,82,22,23,41,11,85,86,13,11,11,11,11,11,11,352,310,11,215,56,86,77,64,11,51,18,11,88,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,11,66,80,29,29,11,355,15,34,29,28,24,14,325,86,43,48,84,28,42,52,11,11,11,11,15,11
g361031457013,122,64,11,57,102,83,71,59,11,11,122,62,11,11,43,110,101,24,29,318,236,87,216,143,125,90,83,60,91,41,11,27,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,24,11,11,11,318,74,20,31,11,98,24,318,125,11,21,11,16,11,11,112,113,45,11,11,11
g361031457014,86,11,12,65,82,57,28,10,11,11,86,98,18,36,11,11,11,11,11,322,346,45,190,41,87,75,61,11,32,41,41,94,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,23,35,54,95,11,11,322,11,11,11,11,32,32,329,87,15,89,55,44,25,43,11,36,11,11,11,11
g361031457021,106,57,11,35,73,38,23,44,9,11,106,76,16,71,11,11,11,11,11,519,41,23,540,11,101,94,52,11,24,35,11,87,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,68,37,64,11,8,11,11,528,11,46,76,31,164,126,478,101,30,89,23,23,20,11,40,11,11,11,11,11
g361031457022,119,26,10,80,87,39,47,47,11,11,119,119,40,21,11,11,11,11,11,537,213,162,465,11,115,100,69,11,58,59,11,112,20,11,11,11,11,11,11,11,11,11,11,11,11,12,11,20,8,16,95,82,17,11,11,11,531,120,250,215,11,164,11,376,115,14,61,75,60,49,22,51,18,23,11,11,11
g361031457023,132,102,28,117,118,53,11,7,28,11,132,128,11,88,11,11,11,11,11,833,309,94,750,191,131,125,114,11,18,17,11,108,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,99,87,55,56,11,11,14,833,11,269,424,340,286,220,564,131,42,92,55,58,51,50,11,109,21,11,11,11
g361031457031,80,38,47,45,32,30,53,11,34,11,80,82,20,40,11,11,11,11,11,414,110,81,392,127,74,80,31,25,20,42,42,65,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,20,53,13,11,37,11,11,410,63,10,179,11,24,11,385,74,19,49,37,25,11,16,49,37,11,11,11,11
g361031457032,104,76,67,60,62,98,49,72,11,12,104,135,52,35,66,30,11,11,11,751,257,186,701,57,111,104,90,11,69,51,11,127,12,11,11,29,11,11,11,11,11,11,11,11,11,11,10,13,51,88,90,42,54,37,11,11,751,194,261,22,307,242,87,742,111,11,114,63,25,65,50,45,65,39,11,11,11
g361031457033,114,95,34,30,84,70,47,48,11,11,114,95,46,63,45,78,60,14,41,656,176,250,588,138,115,74,114,55,63,40,12,80,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,36,52,56,43,21,11,11,11,657,94,229,105,197,321,211,351,115,26,72,52,11,11,11,74,98,28,14,11,11
g361031457041,166,11,11,27,98,112,36,119,11,11,166,163,11,97,11,11,11,11,11,847,275,287,691,168,166,88,142,67,49,11,11,146,11,11,11,11,11,11,11,11,11,16,11,11,11,11,11,117,22,84,40,39,42,44,11,11,763,92,125,11,142,181,58,720,166,11,106,92,51,46,18,19,97,16,11,11,23
g361031457042,161,11,11,11,99,145,11,99,11,11,161,63,77,11,66,157,11,11,11,402,141,237,125,296,149,118,89,11,95,96,11,112,11,19,11,11,11,11,11,11,11,11,11,30,11,86,11,11,46,67,33,43,20,11,11,11,402,25,31,51,181,11,19,360,149,11,92,87,30,33,11,80,106,11,11,11,11
g361031457043,192,73,84,64,106,153,116,22,59,11,192,168,11,84,94,11,11,11,11,1086,341,639,899,124,198,188,65,11,67,73,11,139,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,83,96,81,74,21,11,11,11,1086,32,636,563,14,77,62,755,198,11,99,73,85,39,16,113,125,19,11,85,11
g361031457044,167,11,11,11,70,94,48,45,144,11,167,31,11,48,11,157,85,11,38,343,129,270,138,255,167,87,95,45,112,11,11,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,11,11,11,11,11,11,343,206,48,65,54,81,58,276,167,11,11,14,11,11,11,155,121,23,18,11,11
g361031458031,94,29,15,17,38,93,30,39,22,11,94,73,49,54,17,11,11,11,11,378,324,11,80,158,90,85,59,28,31,40,11,90,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,53,37,39,49,62,35,16,378,21,106,6,6,22,11,355,90,60,62,64,47,31,10,11,11,11,11,11,11
g361031458032,87,12,12,55,54,85,50,44,11,11,87,87,11,11,11,11,11,11,11,409,364,37,114,60,95,79,33,19,58,34,11,94,11,11,11,13,11,11,12,11,11,11,11,11,11,11,11,11,19,11,11,62,81,55,12,45,409,11,59,46,16,22,11,376,95,32,34,75,63,62,23,38,11,11,11,11,11
g361031458033,109,26,11,26,118,51,12,50,23,12,109,86,41,28,15,67,19,24,24,381,388,11,122,11,110,80,74,17,78,37,11,84,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,13,24,11,20,71,67,31,17,381,13,13,72,69,82,11,393,110,46,58,61,26,30,31,49,66,13,11,11,11
g361031458041,68,11,22,21,62,34,41,33,11,11,68,77,10,24,11,17,11,11,11,217,166,97,150,106,67,73,48,19,37,35,11,77,7,11,11,11,11,7,11,17,11,11,11,11,11,11,11,11,14,27,43,71,30,10,11,13,217,15,26,64,131,127,45,238,67,14,50,60,37,28,37,33,32,17,11,11,11
g361031458042,68,8,11,28,43,40,32,30,35,11,68,45,36,20,16,41,16,11,15,217,172,41,115,174,61,47,41,21,48,43,11,62,13,11,11,11,11,11,11,11,11,11,11,11,11,7,9,24,14,27,31,35,31,16,22,11,218,55,50,12,87,11,6,237,61,31,48,36,18,9,11,12,32,11,11,11,11
g361031458051,118,11,65,38,83,98,40,20,11,11,118,43,33,85,71,75,11,11,55,242,214,11,71,96,122,85,45,68,112,68,11,114,26,11,11,11,11,11,11,11,11,11,11,11,11,11,11,35,52,83,17,58,20,11,11,11,242,21,68,68,33,53,11,248,122,17,105,36,39,17,11,90,64,19,16,11,11
g361031458052,87,56,57,59,97,54,15,38,11,11,87,86,11,58,11,11,11,11,11,339,313,11,125,11,87,97,86,11,41,11,11,86,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,94,81,39,11,11,11,339,24,11,11,179,120,61,369,87,25,68,65,74,43,56,58,11,11,11,11,11
g361031458053,112,71,17,41,56,107,23,60,21,11,112,101,35,18,23,11,59,11,11,360,359,5,5,11,112,101,88,62,47,11,11,101,11,11,11,11,11,20,11,11,11,11,11,11,11,11,11,11,11,29,56,93,51,44,11,11,359,4,59,39,24,27,18,370,112,59,50,82,32,49,29,59,32,36,18,11,11
g361031458054,102,30,39,51,125,65,27,36,20,11,102,101,17,11,40,16,11,11,11,352,374,80,130,78,102,111,86,31,55,11,11,105,17,11,11,11,11,11,11,11,11,11,11,28,11,16,30,11,18,38,48,121,15,37,11,11,352,35,26,88,78,171,11,422,102,83,91,70,51,34,11,26,24,22,11,11,11
g361031458071,82,11,44,49,69,70,60,15,25,11,82,85,12,22,11,11,11,11,11,311,269,92,148,53,86,94,28,11,50,19,11,85,12,11,11,11,10,11,8,11,11,11,11,11,11,11,11,11,11,32,51,84,43,28,11,11,311,7,19,43,23,73,31,338,86,48,74,61,54,47,43,11,31,11,11,11,11
g361031458072,78,25,37,41,66,95,34,27,11,11,78,81,11,11,14,11,11,11,11,333,303,29,201,37,83,85,42,55,59,44,11,88,17,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,52,45,93,37,20,45,11,333,93,48,50,45,80,11,350,83,22,55,86,59,61,19,11,23,29,11,11,11
g361031458081,63,16,43,46,81,71,48,11,13,11,63,74,17,33,25,11,34,11,11,270,307,154,93,37,72,77,50,11,42,37,37,84,21,11,11,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,81,55,48,11,11,270,154,86,11,18,27,11,315,72,13,53,58,32,50,34,46,25,11,41,11,11
g361031458082,61,53,38,30,40,45,6,62,12,11,61,71,56,11,11,11,11,11,11,230,232,11,113,77,61,62,84,22,41,11,11,72,11,11,11,11,8,11,11,11,11,11,11,11,11,11,11,11,11,59,26,61,49,12,11,11,230,60,109,168,35,15,18,237,61,11,66,65,21,46,19,40,16,11,11,9,11
g361031459011,83,9,11,86,54,41,9,16,11,11,83,84,9,10,11,11,11,11,11,672,178,119,656,11,84,53,79,11,32,10,11,65,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11,35,40,54,26,9,11,14,672,125,92,5,322,77,36,319,84,45,42,29,15,23,28,32,69,11,9,11,11
g361031459012,67,12,40,81,65,20,15,16,9,11,67,73,11,18,11,11,11,11,11,377,221,337,234,47,71,77,63,26,40,32,11,74,11,11,11,10,7,9,11,11,11,11,11,11,12,13,11,24,14,53,62,76,32,12,11,8,377,73,46,80,347,80,64,368,71,46,67,59,43,33,31,13,15,15,11,11,11
g361031459021,130,11,11,59,58,77,87,100,90,33,130,139,33,11,77,11,11,11,11,719,204,509,609,11,130,108,130,11,11,55,11,136,24,11,11,11,11,11,11,20,11,11,11,11,11,24,11,11,11,68,45,93,46,31,11,29,719,85,141,49,214,292,11,666,130,33,116,47,40,11,39,78,84,11,11,11,11
g361031459022,149,11,16,116,114,36,109,11,11,11,149,142,88,19,11,74,11,11,11,605,213,149,592,11,149,79,155,74,56,11,11,123,12,11,11,11,11,11,11,11,11,11,11,11,11,30,11,14,13,86,42,108,42,11,13,18,605,47,213,160,91,19,11,583,149,11,114,56,74,12,38,87,98,11,11,11,11
g361031459023,156,95,30,120,62,73,78,11,11,11,156,143,11,85,11,82,11,11,27,501,153,227,402,100,155,118,89,88,85,56,11,128,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,15,51,81,73,49,11,51,11,11,493,105,78,159,11,243,21,417,155,35,114,37,61,15,43,88,85,11,11,11,11
